delivery_partner_id,partner_brand_name,partner_type,contact_number
72097,Dunzo,3rd Party,9.12225E+11
11958,Blinkit Partner,In-house,9.13496E+11
63512,Delhivery,3rd Party,9.1811E+11
80005,Delhivery,3rd Party,9.12431E+11
84617,Ecom Express,3rd Party,9.13927E+11
56875,Shadowfax,3rd Party,9.12827E+11
11640,Ecom Express,3rd Party,9.16E+11
74364,Delhivery,3rd Party,9.1038E+11
23727,Delhivery,3rd Party,9.14812E+11
16267,BlueDart,3rd Party,9.19263E+11
50340,LoadShare,3rd Party,9.14987E+11
45499,Blinkit Partner,In-house,9.12803E+11
83688,BlueDart,3rd Party,9.17851E+11
72459,Ecom Express,3rd Party,9.12906E+11
68563,LoadShare,3rd Party,9.11485E+11
76715,Delhivery,3rd Party,9.12129E+11
4941,Shadowfax,3rd Party,9.16631E+11
78588,Shadowfax,3rd Party,9.10883E+11
16277,Delhivery,3rd Party,9.15728E+11
78985,Dunzo,3rd Party,9.12806E+11
86551,LoadShare,3rd Party,9.15045E+11
16549,Delhivery,3rd Party,9.19266E+11
50876,Shadowfax,3rd Party,9.19937E+11
91135,Shadowfax,3rd Party,9.13773E+11
79007,LoadShare,3rd Party,9.18168E+11
87987,Blinkit Partner,In-house,9.11106E+11
36761,Delhivery,3rd Party,9.13663E+11
17180,BlueDart,3rd Party,9.13369E+11
97963,Ecom Express,3rd Party,9.13915E+11
4260,Delhivery,3rd Party,9.10768E+11
17609,Blinkit Partner,In-house,9.19544E+11
66182,LoadShare,3rd Party,9.13061E+11
91411,LoadShare,3rd Party,9.12592E+11
45401,Shadowfax,3rd Party,9.13918E+11
45258,Blinkit Partner,In-house,9.14094E+11
46019,LoadShare,3rd Party,9.107E+11
5364,Dunzo,3rd Party,9.10068E+11
34218,Delhivery,3rd Party,9.16633E+11
36017,Shadowfax,3rd Party,9.16569E+11
18788,BlueDart,3rd Party,9.14861E+11
62688,Blinkit Partner,In-house,9.1135E+11
39114,Shadowfax,3rd Party,9.13712E+11
85502,LoadShare,3rd Party,9.11089E+11
75481,Ecom Express,3rd Party,9.14625E+11
86219,LoadShare,3rd Party,9.12625E+11
17583,BlueDart,3rd Party,9.12007E+11
70846,BlueDart,3rd Party,9.18705E+11
42803,BlueDart,3rd Party,9.12144E+11
30190,BlueDart,3rd Party,9.19768E+11
76806,BlueDart,3rd Party,9.18448E+11
74174,Dunzo,3rd Party,9.13496E+11
76823,Delhivery,3rd Party,9.12668E+11
98449,Blinkit Partner,In-house,9.16964E+11
33098,Shadowfax,3rd Party,9.15988E+11
25912,BlueDart,3rd Party,9.12499E+11
81872,Delhivery,3rd Party,9.11799E+11
57795,LoadShare,3rd Party,9.12906E+11
56011,Delhivery,3rd Party,9.16786E+11
75461,BlueDart,3rd Party,9.15426E+11
12944,Ecom Express,3rd Party,9.1108E+11
65634,Shadowfax,3rd Party,9.16595E+11
92178,BlueDart,3rd Party,9.18311E+11
95607,Delhivery,3rd Party,9.16122E+11
73862,LoadShare,3rd Party,9.10664E+11
20432,Delhivery,3rd Party,9.16416E+11
97744,BlueDart,3rd Party,9.1997E+11
66328,Blinkit Partner,In-house,9.17079E+11
20204,Delhivery,3rd Party,9.12046E+11
76080,Blinkit Partner,In-house,9.14439E+11
60389,BlueDart,3rd Party,9.13975E+11
40507,Delhivery,3rd Party,9.16953E+11
84566,LoadShare,3rd Party,9.11329E+11
14386,Dunzo,3rd Party,9.17025E+11
33556,Dunzo,3rd Party,9.1622E+11
98866,Blinkit Partner,In-house,9.10304E+11
81081,BlueDart,3rd Party,9.16378E+11
43588,Blinkit Partner,In-house,9.16325E+11
39082,BlueDart,3rd Party,9.19431E+11
52501,BlueDart,3rd Party,9.19523E+11
88857,Dunzo,3rd Party,9.10755E+11
39430,LoadShare,3rd Party,9.16374E+11
62559,LoadShare,3rd Party,9.15042E+11
92900,Delhivery,3rd Party,9.13549E+11
77152,Blinkit Partner,In-house,9.13954E+11
24475,LoadShare,3rd Party,9.17328E+11
39939,Ecom Express,3rd Party,9.15114E+11
68329,Shadowfax,3rd Party,9.12543E+11
95432,Delhivery,3rd Party,9.1143E+11
83077,Delhivery,3rd Party,9.17198E+11
75517,Dunzo,3rd Party,9.10362E+11
88543,Blinkit Partner,In-house,9.11655E+11
44553,Ecom Express,3rd Party,9.11766E+11
70919,LoadShare,3rd Party,9.16128E+11
27605,LoadShare,3rd Party,9.19771E+11
55365,BlueDart,3rd Party,9.1163E+11
54606,Delhivery,3rd Party,9.10751E+11
63238,Blinkit Partner,In-house,9.16274E+11
59493,Blinkit Partner,In-house,9.13192E+11
71608,Blinkit Partner,In-house,9.10527E+11
24964,BlueDart,3rd Party,9.10054E+11
17178,Dunzo,3rd Party,9.17107E+11
71534,LoadShare,3rd Party,9.13157E+11
78929,Blinkit Partner,In-house,9.10533E+11
59454,Ecom Express,3rd Party,9.14241E+11
56005,Ecom Express,3rd Party,9.18224E+11
23093,BlueDart,3rd Party,9.19003E+11
75360,Dunzo,3rd Party,9.17018E+11
2135,BlueDart,3rd Party,9.13522E+11
98726,Shadowfax,3rd Party,9.15477E+11
98397,Delhivery,3rd Party,9.13516E+11
85060,LoadShare,3rd Party,9.14135E+11
34344,BlueDart,3rd Party,9.18008E+11
64672,BlueDart,3rd Party,9.16967E+11
70168,LoadShare,3rd Party,9.16158E+11
40430,Delhivery,3rd Party,9.14466E+11
66771,Shadowfax,3rd Party,9.15384E+11
29606,Ecom Express,3rd Party,9.12725E+11
82835,Ecom Express,3rd Party,9.15615E+11
52602,Dunzo,3rd Party,9.15013E+11
23311,BlueDart,3rd Party,9.13411E+11
95207,Delhivery,3rd Party,9.13164E+11
83884,Dunzo,3rd Party,9.11138E+11
34566,Ecom Express,3rd Party,9.13886E+11
33983,Dunzo,3rd Party,9.15429E+11
87446,Dunzo,3rd Party,9.10505E+11
84700,Shadowfax,3rd Party,9.11226E+11
81696,Shadowfax,3rd Party,9.1193E+11
3187,Dunzo,3rd Party,9.13898E+11
8665,Blinkit Partner,In-house,9.1816E+11
66152,LoadShare,3rd Party,9.18237E+11
69381,Ecom Express,3rd Party,9.12461E+11
63484,Ecom Express,3rd Party,9.12334E+11
92943,Shadowfax,3rd Party,9.16172E+11
28450,Blinkit Partner,In-house,9.1568E+11
37389,Blinkit Partner,In-house,9.15606E+11
51334,BlueDart,3rd Party,9.13716E+11
769,LoadShare,3rd Party,9.19144E+11
89696,Dunzo,3rd Party,9.17785E+11
85462,BlueDart,3rd Party,9.11347E+11
30893,BlueDart,3rd Party,9.15345E+11
96631,Blinkit Partner,In-house,9.14316E+11
20247,Blinkit Partner,In-house,9.17898E+11
71557,Blinkit Partner,In-house,9.17701E+11
11031,Dunzo,3rd Party,9.12529E+11
3684,Dunzo,3rd Party,9.17104E+11
4601,BlueDart,3rd Party,9.1919E+11
67633,BlueDart,3rd Party,9.17844E+11
39491,Shadowfax,3rd Party,9.1699E+11
61900,Ecom Express,3rd Party,9.12219E+11
33639,Ecom Express,3rd Party,9.14909E+11
37767,Ecom Express,3rd Party,9.14666E+11
36559,Shadowfax,3rd Party,9.14366E+11
88168,Ecom Express,3rd Party,9.17307E+11
37995,Blinkit Partner,In-house,9.11478E+11
11295,Dunzo,3rd Party,9.18907E+11
73699,Dunzo,3rd Party,9.14064E+11
72299,Ecom Express,3rd Party,9.1625E+11
73558,BlueDart,3rd Party,9.10333E+11
196,LoadShare,3rd Party,9.14584E+11
98838,Blinkit Partner,In-house,9.14181E+11
3643,Shadowfax,3rd Party,9.12933E+11
3235,LoadShare,3rd Party,9.19351E+11
81900,Dunzo,3rd Party,9.15945E+11
70480,Ecom Express,3rd Party,9.14653E+11
50594,Shadowfax,3rd Party,9.15367E+11
72673,Blinkit Partner,In-house,9.1471E+11
39659,Dunzo,3rd Party,9.18112E+11
67913,Ecom Express,3rd Party,9.15617E+11
39820,Blinkit Partner,In-house,9.14577E+11
32010,BlueDart,3rd Party,9.19408E+11
57209,LoadShare,3rd Party,9.19073E+11
72028,LoadShare,3rd Party,9.12457E+11
4873,LoadShare,3rd Party,9.14684E+11
56303,Delhivery,3rd Party,9.19581E+11
62986,Ecom Express,3rd Party,9.15487E+11
41423,Blinkit Partner,In-house,9.14772E+11
53832,LoadShare,3rd Party,9.17952E+11
77571,Ecom Express,3rd Party,9.18262E+11
84082,BlueDart,3rd Party,9.18494E+11
84853,LoadShare,3rd Party,9.17358E+11
27452,Blinkit Partner,In-house,9.19495E+11
18290,Ecom Express,3rd Party,9.19105E+11
67937,LoadShare,3rd Party,9.14584E+11
46248,Blinkit Partner,In-house,9.18634E+11
59145,Dunzo,3rd Party,9.11519E+11
69717,BlueDart,3rd Party,9.12263E+11
36835,Ecom Express,3rd Party,9.19169E+11
53884,Blinkit Partner,In-house,9.18583E+11
52847,Blinkit Partner,In-house,9.12296E+11
94455,Delhivery,3rd Party,9.11247E+11
61840,Ecom Express,3rd Party,9.14986E+11
89661,Dunzo,3rd Party,9.10496E+11
94726,Ecom Express,3rd Party,9.11171E+11
9882,BlueDart,3rd Party,9.13433E+11
21882,Delhivery,3rd Party,9.15774E+11
56074,Ecom Express,3rd Party,9.18379E+11
34773,Ecom Express,3rd Party,9.10505E+11
24730,LoadShare,3rd Party,9.19144E+11
5783,Blinkit Partner,In-house,9.10033E+11
93443,BlueDart,3rd Party,9.16533E+11
2466,Dunzo,3rd Party,9.18889E+11
49008,Delhivery,3rd Party,9.14349E+11
38359,Blinkit Partner,In-house,9.15692E+11
31328,Shadowfax,3rd Party,9.14924E+11
33262,BlueDart,3rd Party,9.15694E+11
55211,Delhivery,3rd Party,9.14271E+11
18824,Dunzo,3rd Party,9.12832E+11
76138,Delhivery,3rd Party,9.15959E+11
19635,Delhivery,3rd Party,9.12759E+11
91792,Delhivery,3rd Party,9.15697E+11
34127,LoadShare,3rd Party,9.11118E+11
94531,Shadowfax,3rd Party,9.17499E+11
86602,Dunzo,3rd Party,9.19538E+11
33084,Dunzo,3rd Party,9.15295E+11
22416,Dunzo,3rd Party,9.17749E+11
31701,Blinkit Partner,In-house,9.12253E+11
14560,BlueDart,3rd Party,9.17687E+11
57764,Dunzo,3rd Party,9.16334E+11
15362,BlueDart,3rd Party,9.11498E+11
5821,Dunzo,3rd Party,9.19229E+11
33360,Shadowfax,3rd Party,9.16167E+11
51457,Blinkit Partner,In-house,9.11899E+11
63864,Blinkit Partner,In-house,9.18325E+11
2311,Delhivery,3rd Party,9.15619E+11
53009,LoadShare,3rd Party,9.18118E+11
28727,Blinkit Partner,In-house,9.12278E+11
88697,Blinkit Partner,In-house,9.19133E+11
47635,Shadowfax,3rd Party,9.11376E+11
29051,Dunzo,3rd Party,9.16882E+11
72361,Ecom Express,3rd Party,9.14051E+11
5981,Blinkit Partner,In-house,9.19409E+11
53381,Blinkit Partner,In-house,9.19701E+11
88145,Ecom Express,3rd Party,9.18191E+11
80715,LoadShare,3rd Party,9.16457E+11
82673,BlueDart,3rd Party,9.16332E+11
17981,Shadowfax,3rd Party,9.16462E+11
51649,Ecom Express,3rd Party,9.14068E+11
56612,Ecom Express,3rd Party,9.14734E+11
674,LoadShare,3rd Party,9.18617E+11
9886,Blinkit Partner,In-house,9.13144E+11
54721,Blinkit Partner,In-house,9.1112E+11
74712,Shadowfax,3rd Party,9.15625E+11
93772,Delhivery,3rd Party,9.13916E+11
39815,Delhivery,3rd Party,9.1298E+11
93144,Ecom Express,3rd Party,9.10606E+11
66569,Blinkit Partner,In-house,9.11942E+11
42751,Ecom Express,3rd Party,9.14281E+11
87933,Ecom Express,3rd Party,9.14152E+11
34338,Blinkit Partner,In-house,9.16911E+11
71642,LoadShare,3rd Party,9.13909E+11
43725,BlueDart,3rd Party,9.12208E+11
95706,BlueDart,3rd Party,9.13761E+11
89407,LoadShare,3rd Party,9.1685E+11
83049,Ecom Express,3rd Party,9.1755E+11
69504,LoadShare,3rd Party,9.14291E+11
1261,Dunzo,3rd Party,9.17016E+11
68204,Blinkit Partner,In-house,9.1247E+11
46130,Dunzo,3rd Party,9.15349E+11
46866,Delhivery,3rd Party,9.14351E+11
42361,Blinkit Partner,In-house,9.14141E+11
43520,Blinkit Partner,In-house,9.13045E+11
48639,Shadowfax,3rd Party,9.12534E+11
4135,Blinkit Partner,In-house,9.18556E+11
36301,Delhivery,3rd Party,9.16463E+11
50364,BlueDart,3rd Party,9.11622E+11
67307,BlueDart,3rd Party,9.12623E+11
55955,Ecom Express,3rd Party,9.13911E+11
97185,Blinkit Partner,In-house,9.14184E+11
52853,BlueDart,3rd Party,9.12794E+11
66295,Dunzo,3rd Party,9.19524E+11
8867,Ecom Express,3rd Party,9.10428E+11
42338,Blinkit Partner,In-house,9.16652E+11
21872,Dunzo,3rd Party,9.16368E+11
45581,LoadShare,3rd Party,9.12644E+11
75005,LoadShare,3rd Party,9.15482E+11
88574,Shadowfax,3rd Party,9.10121E+11
82219,Blinkit Partner,In-house,9.18818E+11
49114,LoadShare,3rd Party,9.10697E+11
85975,LoadShare,3rd Party,9.18946E+11
29353,BlueDart,3rd Party,9.12664E+11
65980,Shadowfax,3rd Party,9.14785E+11
56744,Shadowfax,3rd Party,9.14346E+11
31014,BlueDart,3rd Party,9.19487E+11
54941,Blinkit Partner,In-house,9.17435E+11
69398,Dunzo,3rd Party,9.15078E+11
69542,Ecom Express,3rd Party,9.10581E+11
37111,Blinkit Partner,In-house,9.12415E+11
93909,Dunzo,3rd Party,9.19631E+11
9898,Shadowfax,3rd Party,9.17208E+11
82257,Delhivery,3rd Party,9.17398E+11
94821,Blinkit Partner,In-house,9.18278E+11
57010,Delhivery,3rd Party,9.18109E+11
61790,Dunzo,3rd Party,9.11797E+11
94896,Blinkit Partner,In-house,9.13861E+11
35200,Delhivery,3rd Party,9.10108E+11
11969,Delhivery,3rd Party,9.14683E+11
79827,Ecom Express,3rd Party,9.15689E+11
80056,Blinkit Partner,In-house,9.19082E+11
53729,Delhivery,3rd Party,9.1789E+11
35447,Ecom Express,3rd Party,9.10238E+11
83678,Ecom Express,3rd Party,9.18914E+11
83804,Blinkit Partner,In-house,9.14768E+11
10652,Delhivery,3rd Party,9.17819E+11
80189,Ecom Express,3rd Party,9.12511E+11
15760,Shadowfax,3rd Party,9.15024E+11
21909,Blinkit Partner,In-house,9.13701E+11
77863,Shadowfax,3rd Party,9.17708E+11
23178,BlueDart,3rd Party,9.15082E+11
24846,LoadShare,3rd Party,9.19571E+11
6274,Shadowfax,3rd Party,9.10685E+11
4084,Delhivery,3rd Party,9.13581E+11
213,Dunzo,3rd Party,9.17196E+11
65016,BlueDart,3rd Party,9.13591E+11
85334,Shadowfax,3rd Party,9.13586E+11
43306,Ecom Express,3rd Party,9.10601E+11
8991,BlueDart,3rd Party,9.15541E+11
38401,Shadowfax,3rd Party,9.1799E+11
84662,Ecom Express,3rd Party,9.15455E+11
56377,Shadowfax,3rd Party,9.18401E+11
56444,Dunzo,3rd Party,9.19891E+11
92568,Dunzo,3rd Party,9.11111E+11
24395,Ecom Express,3rd Party,9.15415E+11
27663,Shadowfax,3rd Party,9.13564E+11
66486,LoadShare,3rd Party,9.12619E+11
48992,Dunzo,3rd Party,9.12692E+11
70167,Dunzo,3rd Party,9.19516E+11
89278,Dunzo,3rd Party,9.17334E+11
68269,Blinkit Partner,In-house,9.15049E+11
32581,BlueDart,3rd Party,9.13264E+11
91821,Shadowfax,3rd Party,9.14054E+11
62259,LoadShare,3rd Party,9.15024E+11
38895,Dunzo,3rd Party,9.16469E+11
98396,Blinkit Partner,In-house,9.19524E+11
80933,BlueDart,3rd Party,9.16604E+11
30345,Delhivery,3rd Party,9.18639E+11
70962,Ecom Express,3rd Party,9.1282E+11
56307,Delhivery,3rd Party,9.17412E+11
32067,Dunzo,3rd Party,9.16476E+11
44043,LoadShare,3rd Party,9.17635E+11
74374,LoadShare,3rd Party,9.16541E+11
13215,BlueDart,3rd Party,9.15939E+11
61215,BlueDart,3rd Party,9.12206E+11
89921,Shadowfax,3rd Party,9.13099E+11
23850,Ecom Express,3rd Party,9.12166E+11
18477,Ecom Express,3rd Party,9.15256E+11
39923,Dunzo,3rd Party,9.12485E+11
97945,Delhivery,3rd Party,9.13976E+11
30480,Shadowfax,3rd Party,9.13058E+11
84679,LoadShare,3rd Party,9.19357E+11
39579,Shadowfax,3rd Party,9.18191E+11
83714,Delhivery,3rd Party,9.12806E+11
24863,LoadShare,3rd Party,9.11786E+11
722,BlueDart,3rd Party,9.18383E+11
48850,Blinkit Partner,In-house,9.11954E+11
98520,Blinkit Partner,In-house,9.15367E+11
72915,BlueDart,3rd Party,9.17599E+11
49372,Dunzo,3rd Party,9.1346E+11
88759,Shadowfax,3rd Party,9.13239E+11
4917,LoadShare,3rd Party,9.11174E+11
7752,BlueDart,3rd Party,9.17548E+11
27028,Ecom Express,3rd Party,9.19659E+11
21541,BlueDart,3rd Party,9.16573E+11
48840,Dunzo,3rd Party,9.13332E+11
66833,Shadowfax,3rd Party,9.16284E+11
88105,BlueDart,3rd Party,9.10367E+11
69066,Ecom Express,3rd Party,9.18635E+11
62602,Delhivery,3rd Party,9.10674E+11
6805,Ecom Express,3rd Party,9.16467E+11
17462,BlueDart,3rd Party,9.10299E+11
79352,LoadShare,3rd Party,9.1774E+11
36251,Ecom Express,3rd Party,9.13505E+11
62537,Shadowfax,3rd Party,9.14427E+11
16963,Ecom Express,3rd Party,9.14769E+11
86476,LoadShare,3rd Party,9.12293E+11
18697,Ecom Express,3rd Party,9.12089E+11
17260,Shadowfax,3rd Party,9.18754E+11
25174,Delhivery,3rd Party,9.10915E+11
74085,LoadShare,3rd Party,9.15953E+11
89588,Blinkit Partner,In-house,9.15395E+11
78212,BlueDart,3rd Party,9.19144E+11
99899,Delhivery,3rd Party,9.15053E+11
37046,Shadowfax,3rd Party,9.19097E+11
26429,LoadShare,3rd Party,9.17284E+11
27400,BlueDart,3rd Party,9.1303E+11
98992,Delhivery,3rd Party,9.10579E+11
24502,Shadowfax,3rd Party,9.18185E+11
11914,Ecom Express,3rd Party,9.1606E+11
29293,Blinkit Partner,In-house,9.10486E+11
20631,Ecom Express,3rd Party,9.1275E+11
10693,Blinkit Partner,In-house,9.1804E+11
38869,Shadowfax,3rd Party,9.19346E+11
78940,Blinkit Partner,In-house,9.13558E+11
2235,Delhivery,3rd Party,9.1656E+11
4985,BlueDart,3rd Party,9.15114E+11
83805,Ecom Express,3rd Party,9.10162E+11
75158,Blinkit Partner,In-house,9.14445E+11
51928,BlueDart,3rd Party,9.13083E+11
72597,Dunzo,3rd Party,9.14278E+11
67699,Blinkit Partner,In-house,9.1523E+11
91732,Dunzo,3rd Party,9.12169E+11
37323,BlueDart,3rd Party,9.17564E+11
92179,LoadShare,3rd Party,9.15134E+11
63474,BlueDart,3rd Party,9.10995E+11
64723,Delhivery,3rd Party,9.14287E+11
52689,LoadShare,3rd Party,9.18368E+11
90187,Ecom Express,3rd Party,9.18576E+11
19872,LoadShare,3rd Party,9.13623E+11
89555,Ecom Express,3rd Party,9.16713E+11
21230,Blinkit Partner,In-house,9.15243E+11
45751,Blinkit Partner,In-house,9.18881E+11
37442,Blinkit Partner,In-house,9.10317E+11
45079,Ecom Express,3rd Party,9.1737E+11
54528,BlueDart,3rd Party,9.15664E+11
97219,LoadShare,3rd Party,9.14436E+11
43635,Delhivery,3rd Party,9.15614E+11
23426,Delhivery,3rd Party,9.11152E+11
8541,Ecom Express,3rd Party,9.12532E+11
62822,Dunzo,3rd Party,9.17625E+11
36657,Ecom Express,3rd Party,9.16177E+11
81368,Shadowfax,3rd Party,9.10595E+11
53869,Delhivery,3rd Party,9.10329E+11
75544,Blinkit Partner,In-house,9.12976E+11
40607,Dunzo,3rd Party,9.18089E+11
92523,Ecom Express,3rd Party,9.12515E+11
16598,Blinkit Partner,In-house,9.13395E+11
37431,LoadShare,3rd Party,9.10274E+11
98623,LoadShare,3rd Party,9.1464E+11
38846,BlueDart,3rd Party,9.11671E+11
47294,Blinkit Partner,In-house,9.1287E+11
60612,Delhivery,3rd Party,9.14745E+11
90546,Shadowfax,3rd Party,9.12484E+11
70355,Blinkit Partner,In-house,9.19061E+11
87608,Ecom Express,3rd Party,9.11837E+11
76039,Delhivery,3rd Party,9.16225E+11
60613,Dunzo,3rd Party,9.139E+11
48011,Blinkit Partner,In-house,9.17115E+11
91300,Dunzo,3rd Party,9.11381E+11
39748,Delhivery,3rd Party,9.18589E+11
39267,Ecom Express,3rd Party,9.11575E+11
20388,Delhivery,3rd Party,9.11527E+11
93163,Delhivery,3rd Party,9.16727E+11
1750,Delhivery,3rd Party,9.12093E+11
57515,LoadShare,3rd Party,9.18726E+11
10006,BlueDart,3rd Party,9.10584E+11
73940,Delhivery,3rd Party,9.11258E+11
97766,LoadShare,3rd Party,9.10109E+11
1441,Shadowfax,3rd Party,9.15929E+11
74026,LoadShare,3rd Party,9.13742E+11
10898,Dunzo,3rd Party,9.12273E+11
42558,Shadowfax,3rd Party,9.15971E+11
41920,Dunzo,3rd Party,9.1122E+11
82481,BlueDart,3rd Party,9.17562E+11
66167,Blinkit Partner,In-house,9.12849E+11
83668,Blinkit Partner,In-house,9.10977E+11
29382,LoadShare,3rd Party,9.19476E+11
58954,Ecom Express,3rd Party,9.18187E+11
56770,Dunzo,3rd Party,9.11334E+11
78737,BlueDart,3rd Party,9.18166E+11
47529,Blinkit Partner,In-house,9.15821E+11
70201,BlueDart,3rd Party,9.11504E+11
74025,BlueDart,3rd Party,9.17515E+11
78118,Blinkit Partner,In-house,9.17893E+11
34292,Blinkit Partner,In-house,9.18723E+11
49015,Ecom Express,3rd Party,9.13383E+11
26609,Shadowfax,3rd Party,9.10548E+11
2549,Shadowfax,3rd Party,9.11549E+11
48832,Delhivery,3rd Party,9.13732E+11
70745,Dunzo,3rd Party,9.12407E+11
41777,Blinkit Partner,In-house,9.17108E+11
49856,BlueDart,3rd Party,9.15608E+11
11061,Dunzo,3rd Party,9.16492E+11
94171,Delhivery,3rd Party,9.19921E+11
38461,BlueDart,3rd Party,9.12015E+11
25547,LoadShare,3rd Party,9.17354E+11
64173,Delhivery,3rd Party,9.1382E+11
4000,Blinkit Partner,In-house,9.13332E+11
85700,LoadShare,3rd Party,9.18182E+11
8472,LoadShare,3rd Party,9.15197E+11
57809,Delhivery,3rd Party,9.18711E+11
62365,Blinkit Partner,In-house,9.14948E+11
41122,BlueDart,3rd Party,9.17692E+11
68901,LoadShare,3rd Party,9.18729E+11
87163,Delhivery,3rd Party,9.10787E+11
56953,Delhivery,3rd Party,9.19686E+11
92907,BlueDart,3rd Party,9.17626E+11
38550,Blinkit Partner,In-house,9.17086E+11
76465,Delhivery,3rd Party,9.16607E+11
1899,Delhivery,3rd Party,9.13988E+11
24881,Delhivery,3rd Party,9.14975E+11
13299,Dunzo,3rd Party,9.13455E+11
64047,Shadowfax,3rd Party,9.19881E+11
98620,BlueDart,3rd Party,9.13449E+11
83940,Dunzo,3rd Party,9.15109E+11
13593,Delhivery,3rd Party,9.13011E+11
72799,Shadowfax,3rd Party,9.11868E+11
8459,BlueDart,3rd Party,9.12902E+11
96043,LoadShare,3rd Party,9.13307E+11
63769,Ecom Express,3rd Party,9.14693E+11
58978,BlueDart,3rd Party,9.17742E+11
61389,Dunzo,3rd Party,9.16818E+11
26660,Dunzo,3rd Party,9.10519E+11
53508,Dunzo,3rd Party,9.19344E+11
65564,BlueDart,3rd Party,9.14222E+11
32553,Blinkit Partner,In-house,9.10933E+11
14791,Delhivery,3rd Party,9.11178E+11
99603,BlueDart,3rd Party,9.10476E+11
23515,LoadShare,3rd Party,9.12465E+11
50372,Ecom Express,3rd Party,9.11897E+11
47945,LoadShare,3rd Party,9.13911E+11
27293,LoadShare,3rd Party,9.11251E+11
66797,Delhivery,3rd Party,9.12234E+11
82421,Shadowfax,3rd Party,9.19591E+11
89484,Ecom Express,3rd Party,9.18447E+11
84056,Dunzo,3rd Party,9.13768E+11
71004,Delhivery,3rd Party,9.17241E+11
83557,Dunzo,3rd Party,9.12555E+11
54862,Delhivery,3rd Party,9.14359E+11
70212,Dunzo,3rd Party,9.13251E+11
20091,Delhivery,3rd Party,9.14308E+11
42770,Shadowfax,3rd Party,9.17769E+11
82986,BlueDart,3rd Party,9.18168E+11
3517,LoadShare,3rd Party,9.11721E+11
89557,Dunzo,3rd Party,9.1346E+11
99111,Delhivery,3rd Party,9.1334E+11
71249,Shadowfax,3rd Party,9.12254E+11
9368,Shadowfax,3rd Party,9.11919E+11
70661,LoadShare,3rd Party,9.13642E+11
79725,Delhivery,3rd Party,9.18669E+11
15629,BlueDart,3rd Party,9.16584E+11
27328,Dunzo,3rd Party,9.19862E+11
61707,BlueDart,3rd Party,9.17121E+11
72163,Ecom Express,3rd Party,9.18332E+11
80036,Ecom Express,3rd Party,9.11412E+11
29388,Blinkit Partner,In-house,9.15499E+11
37119,Shadowfax,3rd Party,9.11614E+11
27976,Ecom Express,3rd Party,9.18446E+11
72270,Shadowfax,3rd Party,9.13309E+11
41823,LoadShare,3rd Party,9.17579E+11
76840,Delhivery,3rd Party,9.11269E+11
80138,Blinkit Partner,In-house,9.1622E+11
21269,Blinkit Partner,In-house,9.15851E+11
8455,Blinkit Partner,In-house,9.19692E+11
96896,Delhivery,3rd Party,9.15988E+11
82903,Dunzo,3rd Party,9.16363E+11
71022,Shadowfax,3rd Party,9.14241E+11
43855,Delhivery,3rd Party,9.11379E+11
37461,Ecom Express,3rd Party,9.13361E+11
86023,Blinkit Partner,In-house,9.12059E+11
97687,Shadowfax,3rd Party,9.1642E+11
38009,Ecom Express,3rd Party,9.12168E+11
70163,Shadowfax,3rd Party,9.15052E+11
58008,Blinkit Partner,In-house,9.14402E+11
52555,Blinkit Partner,In-house,9.17199E+11
15751,Shadowfax,3rd Party,9.1957E+11
95419,LoadShare,3rd Party,9.1965E+11
9630,BlueDart,3rd Party,9.14143E+11
20027,BlueDart,3rd Party,9.16046E+11
59539,Shadowfax,3rd Party,9.17319E+11
46402,Dunzo,3rd Party,9.19643E+11
12255,Dunzo,3rd Party,9.14446E+11
86629,Ecom Express,3rd Party,9.16331E+11
27103,LoadShare,3rd Party,9.17811E+11
20739,Delhivery,3rd Party,9.1486E+11
31296,Shadowfax,3rd Party,9.13361E+11
8612,Dunzo,3rd Party,9.19131E+11
31410,Shadowfax,3rd Party,9.17985E+11
92844,LoadShare,3rd Party,9.18003E+11
63956,Ecom Express,3rd Party,9.1457E+11
10759,Blinkit Partner,In-house,9.18159E+11
37844,LoadShare,3rd Party,9.12458E+11
28356,LoadShare,3rd Party,9.10054E+11
6083,Ecom Express,3rd Party,9.17731E+11
38976,LoadShare,3rd Party,9.16922E+11
46516,Dunzo,3rd Party,9.14611E+11
3395,Ecom Express,3rd Party,9.16825E+11
67773,LoadShare,3rd Party,9.18298E+11
40291,Blinkit Partner,In-house,9.11401E+11
5951,Blinkit Partner,In-house,9.13393E+11
678,Blinkit Partner,In-house,9.17461E+11
28632,Delhivery,3rd Party,9.11674E+11
81489,Ecom Express,3rd Party,9.14464E+11
23787,LoadShare,3rd Party,9.19237E+11
3496,Blinkit Partner,In-house,9.18546E+11
46879,Delhivery,3rd Party,9.10621E+11
20488,LoadShare,3rd Party,9.14088E+11
98320,LoadShare,3rd Party,9.17054E+11
56995,Shadowfax,3rd Party,9.14676E+11
25706,LoadShare,3rd Party,9.16113E+11
89124,BlueDart,3rd Party,9.14765E+11
57294,Shadowfax,3rd Party,9.14118E+11
71409,Ecom Express,3rd Party,9.12871E+11
30298,Dunzo,3rd Party,9.16663E+11
1739,BlueDart,3rd Party,9.16746E+11
283,Dunzo,3rd Party,9.12925E+11
8666,Delhivery,3rd Party,9.17349E+11
55800,BlueDart,3rd Party,9.11485E+11
